Alert,Username,Source IP,Destination IP,Source Asset,Destination Asset,Source Account,Destination Account,Source Port,Destination Port,Error Code,Event ID,Affected Workload,Log Source,Scheduled Task Name,Firewall Name,Service,Object ID/Target User ID,Logon Type,Computer Name,Hostname,Timestamp
MFA Removed from a Device,user5589,6.218.89.230,20.76.137.118,Asset42,Asset90,source_account625,destination_account279,37858,29589,ERR7332,EVT3946,SharePoint,log_source22,task_2,firewall_1,service_3,45f0114f-30ce-4da6-909f-5f38d11e7419,RemoteInteractive,comp_11,host_41,2024-07-15 18:46:04
Users or Group Add Operation Detected by User,user6015,246.81.115.250,172.29.120.240,Asset35,Asset96,source_account172,destination_account311,65031,12678,ERR1319,EVT7453,SharePoint,log_source2,task_18,firewall_2,service_6,2b812008-af91-4ef0-9ec1-769383b4e6bb,RemoteInteractive,comp_65,host_2,2024-07-22 09:32:08
Multiple login failures for the same User - 0365,user796,158.180.187.3,93.201.72.247,Asset84,Asset82,source_account57,destination_account32,55476,5268,ERR3890,EVT5099,OneDrive,log_source82,task_37,firewall_14,service_6,a8c836d0-ee6f-4d70-bb33-c765a711d310,Interactive,comp_37,host_90,2024-07-22 07:23:57
Inbox Forwarding Rule Created,user8645,218.6.129.39,81.130.133.186,Asset26,Asset26,source_account317,destination_account373,4862,12532,ERR4466,EVT2943,SharePoint,log_source59,task_48,firewall_18,service_13,e016ffa2-1207-44c1-9778-d38ed1cf8004,Interactive,comp_46,host_81,2024-07-20 20:58:00
Removal of Exchange Mailbox Right Delegation,user6039,86.131.99.239,142.138.182.120,Asset54,Asset3,source_account96,destination_account586,65482,43240,ERR3275,EVT2701,SharePoint,log_source37,task_50,firewall_4,service_45,e32a15b9-a338-405f-8741-246973015f9f,Network,comp_2,host_7,2024-07-21 20:43:15
Removal of Exchange Mailbox Right Delegation,user8155,137.152.162.85,94.209.47.75,Asset7,Asset82,source_account298,destination_account198,57068,24342,ERR2913,EVT4609,OneDrive,log_source48,task_12,firewall_8,service_46,3178348f-052c-4be5-b062-39194e76459f,Interactive,comp_80,host_44,2024-07-21 03:21:35
Mass file delete,user9601,231.117.62.150,248.188.104.17,Asset1,Asset14,source_account98,destination_account994,53503,36697,ERR3673,EVT1879,Teams,log_source93,task_39,firewall_6,service_19,1beab502-3365-44d1-9fb7-d79b20303747,RemoteInteractive,comp_60,host_54,2024-07-23 05:42:09
Mass file delete by single user - O365,user488,227.9.93.170,33.223.248.105,Asset93,Asset36,source_account531,destination_account28,24139,33704,ERR9913,EVT2828,OneDrive,log_source66,task_40,firewall_16,service_12,cc9d56a3-3010-4947-93aa-7c3fc3930f46,RemoteInteractive,comp_85,host_54,2024-07-12 09:10:06
A User Account Was Deleted,user3099,37.47.1.124,176.85.158.51,Asset65,Asset43,source_account292,destination_account59,45762,62773,ERR2797,EVT7949,Teams,log_source58,task_19,firewall_14,service_15,6acce425-cc4e-40fb-87ed-303aa8dda71f,Network,comp_7,host_100,2024-07-22 08:45:20
Alerting to Successful Login from Foreign IP,user4259,132.89.56.165,5.124.170.13,Asset33,Asset86,source_account873,destination_account706,59202,33947,ERR1106,EVT2056,OneDrive,log_source29,task_7,firewall_1,service_7,98708ac7-f8c2-4d0d-ac05-de48bb0d4814,RemoteInteractive,comp_28,host_79,2024-07-29 14:46:29
Multiple login failures for the same User - 0365,user384,57.249.52.46,60.191.131.151,Asset1,Asset50,source_account188,destination_account246,41999,20021,ERR2372,EVT5862,SharePoint,log_source75,task_4,firewall_14,service_44,2ad97266-06bd-4933-bedb-3dc220d05a49,Interactive,comp_30,host_30,2024-07-16 01:29:12
Multiple login failures for the same User,user890,158.94.112.66,223.124.129.2,Asset67,Asset87,source_account263,destination_account939,20731,43532,ERR9058,EVT2842,OneDrive,log_source86,task_31,firewall_19,service_32,5d87a624-0813-482d-8ed0-d4844b516550,RemoteInteractive,comp_96,host_3,2024-07-30 04:41:52
Removal of Exchange Mailbox Right Delegation,user189,114.58.185.70,255.217.217.149,Asset45,Asset100,source_account214,destination_account624,25139,31323,ERR6696,EVT1978,OneDrive,log_source79,task_21,firewall_4,service_20,8653656b-32fa-4c41-94d0-d18c8d3456cd,RemoteInteractive,comp_77,host_96,2024-07-23 19:38:52
User Account Was Locked out,user5942,152.151.25.245,42.246.176.20,Asset27,Asset31,source_account943,destination_account234,53297,4988,ERR4079,EVT5955,OneDrive,log_source86,task_46,firewall_11,service_25,37dd2823-1a5c-499a-81f9-c0c095eda838,Network,comp_94,host_96,2024-07-27 18:31:00
Mass file delete by single user - O365,user3333,62.114.62.148,243.6.84.226,Asset54,Asset62,source_account738,destination_account824,46247,24415,ERR7203,EVT5492,SharePoint,log_source31,task_6,firewall_8,service_32,2e664a41-5fbf-4731-98f4-726c919bbf85,RemoteInteractive,comp_23,host_50,2024-07-14 14:12:44
Removal of Exchange Mailbox Right Delegation,user9851,18.41.230.31,190.16.23.180,Asset31,Asset12,source_account270,destination_account191,16951,49860,ERR7764,EVT2975,OneDrive,log_source28,task_38,firewall_14,service_29,ea47e56a-f821-4a6f-905a-55585cca52ff,Interactive,comp_29,host_12,2024-07-30 16:37:13
Alerting to Successful Login from Foreign IP,user7615,18.114.153.174,7.253.106.191,Asset13,Asset90,source_account900,destination_account406,42154,52561,ERR6029,EVT4138,Exchange,log_source84,task_35,firewall_11,service_4,6dac8656-ae86-4573-8409-d749cb5dee96,RemoteInteractive,comp_36,host_83,2024-07-19 08:35:10
Alerting to Successful Login from Foreign IP,user6248,72.236.21.19,60.96.101.212,Asset53,Asset77,source_account769,destination_account2,14839,17147,ERR9737,EVT8763,OneDrive,log_source49,task_15,firewall_20,service_45,5cabf2fb-54b8-4cc8-a850-828aa693450c,Network,comp_47,host_1,2024-07-30 11:00:19
Inbox Forwarding Rule Created,user18,148.113.246.146,56.8.160.98,Asset7,Asset32,source_account605,destination_account418,25726,42823,ERR8283,EVT5882,Teams,log_source48,task_4,firewall_10,service_22,b82cfec1-6509-483c-ab7b-56f35b0b2190,RemoteInteractive,comp_68,host_8,2024-07-11 19:31:29
Account - O365 Exchange Suspicious Mailbox Right Delegation,user2332,151.101.100.56,136.227.144.50,Asset71,Asset52,source_account320,destination_account768,32927,15743,ERR7392,EVT2374,Exchange,log_source79,task_1,firewall_8,service_26,d1bf368e-bf48-4a05-b518-18930bdb742f,Interactive,comp_28,host_42,2024-07-30 10:56:53
IPS Alert Detected,user2803,87.188.25.110,134.52.223.121,Asset56,Asset33,source_account224,destination_account656,39404,42645,ERR1428,EVT9133,Teams,log_source10,task_32,firewall_15,service_25,7f7efa3b-b4da-41c0-90af-951bf6a907e5,RemoteInteractive,comp_39,host_32,2024-07-08 14:48:32
Account - O365 Exchange Suspicious Mailbox Right Delegation,user3600,4.225.5.120,35.104.174.129,Asset82,Asset4,source_account667,destination_account454,18963,22621,ERR5028,EVT6969,SharePoint,log_source98,task_31,firewall_19,service_22,c2f3d609-d8d5-4908-ba2e-84ada8ce2b9a,Network,comp_8,host_16,2024-08-01 21:45:45
Mass file delete,user55,129.196.12.108,200.128.60.138,Asset15,Asset45,source_account837,destination_account394,31478,20339,ERR3733,EVT8424,OneDrive,log_source29,task_14,firewall_17,service_38,8022180a-701a-491d-8ab1-bd1a831d1c37,Network,comp_97,host_9,2024-07-17 12:23:09
Inbox Forwarding Rule Created,user7591,165.192.4.181,76.94.207.221,Asset4,Asset74,source_account17,destination_account266,26760,9572,ERR9297,EVT5117,OneDrive,log_source47,task_48,firewall_19,service_46,a3fd6712-8a24-4405-ba04-3aa2af334a12,RemoteInteractive,comp_17,host_14,2024-07-12 01:49:57
Multiple VPN login failures for the same User,user2223,188.215.116.62,61.163.4.58,Asset49,Asset94,source_account324,destination_account269,65150,4339,ERR3263,EVT2946,OneDrive,log_source87,task_24,firewall_1,service_15,0c08201c-e978-4f3f-923b-c0396ec0d1d6,RemoteInteractive,comp_42,host_71,2024-07-23 11:34:40
Removal of Exchange Mailbox Right Delegation,user9935,105.61.160.54,223.6.87.102,Asset89,Asset75,source_account881,destination_account668,11489,65068,ERR7637,EVT1239,Exchange,log_source31,task_36,firewall_9,service_47,619ac45b-4262-4739-8a7d-04cb32adff5b,Interactive,comp_15,host_24,2024-07-15 22:38:53
Multiple login failures for the same User - Windows,user3862,41.135.197.94,238.230.197.156,Asset43,Asset1,source_account156,destination_account695,53859,63045,ERR5116,EVT5526,SharePoint,log_source13,task_33,firewall_4,service_45,6d17b50c-996b-4251-8926-c9634b23203a,Network,comp_92,host_99,2024-08-02 15:55:35
Mass file delete,user9248,166.30.177.207,45.250.10.18,Asset89,Asset26,source_account700,destination_account439,23397,60313,ERR2893,EVT5222,Teams,log_source5,task_9,firewall_20,service_39,b4fb256a-6834-49c6-aa1a-e4d32bc83cca,Network,comp_38,host_76,2024-07-27 04:21:56
Account - O365 Exchange Suspicious Mailbox Right Delegation,user995,154.193.162.1,199.54.28.210,Asset28,Asset82,source_account378,destination_account969,31548,15930,ERR9792,EVT6809,Exchange,log_source72,task_40,firewall_13,service_24,19bcfc1a-9c06-4a59-86b9-31552d61e185,Network,comp_71,host_85,2024-07-07 02:47:24
Alerting to Successful Login from Foreign IP,user114,82.109.160.111,9.71.27.31,Asset88,Asset81,source_account240,destination_account232,2156,27425,ERR5093,EVT2809,SharePoint,log_source46,task_17,firewall_15,service_12,d477e5f1-9339-4384-bc66-91ec87a0e933,Interactive,comp_70,host_31,2024-07-10 18:49:37
MFA Removed from a Device,user1227,135.228.147.2,130.188.12.37,Asset96,Asset5,source_account312,destination_account670,60405,36826,ERR5971,EVT9564,Teams,log_source3,task_14,firewall_5,service_42,4ce303ad-055d-4119-9145-fc127f9e2221,Network,comp_67,host_95,2024-07-13 01:46:16
A Scheduled Task Was Disabled,user5469,85.131.42.118,212.94.173.151,Asset4,Asset72,source_account977,destination_account928,1323,17478,ERR4200,EVT1255,OneDrive,log_source22,task_44,firewall_7,service_6,88774439-e96d-429a-a3d8-d2069905fb36,Interactive,comp_80,host_36,2024-07-19 08:55:04
Account - O365 Exchange Suspicious Mailbox Right Delegation,user1413,136.14.153.254,243.57.53.16,Asset28,Asset86,source_account913,destination_account429,26570,54572,ERR8697,EVT4369,Exchange,log_source9,task_34,firewall_4,service_14,36845c25-2f36-4fec-887a-d0f35f9e1e99,Interactive,comp_1,host_30,2024-07-23 21:49:25
Account - O365 Exchange Suspicious Mailbox Right Delegation,user6203,197.247.88.103,187.108.224.42,Asset76,Asset79,source_account584,destination_account937,28852,28874,ERR3397,EVT6985,OneDrive,log_source53,task_33,firewall_7,service_7,6a1f65cc-3ef9-4cd6-bb4d-2882665802e5,Network,comp_45,host_62,2024-07-24 19:11:37
A User Account Was Deleted,user9495,170.87.221.133,103.115.237.153,Asset98,Asset91,source_account430,destination_account566,28703,35975,ERR5552,EVT1321,Exchange,log_source44,task_23,firewall_18,service_38,2b92271e-416d-4c28-99d5-dcf353bb2823,Network,comp_23,host_51,2024-07-25 00:00:19
Users or Group Add Operation Detected by User,user6964,67.18.50.179,127.33.215.252,Asset57,Asset20,source_account291,destination_account902,53533,10972,ERR4068,EVT6937,OneDrive,log_source82,task_44,firewall_4,service_38,37a19a99-fa66-4ed8-9f2d-e06c1e9de184,Network,comp_52,host_53,2024-07-17 00:31:57
Mass file delete by single user - O365,user8993,76.71.231.137,18.170.83.196,Asset49,Asset97,source_account287,destination_account121,16474,28702,ERR8700,EVT6505,Teams,log_source14,task_44,firewall_17,service_44,6d08a10e-6427-4f7c-b38d-a0786e1ea4a0,RemoteInteractive,comp_55,host_95,2024-07-24 09:08:28
Multiple login failures for the same User - 0365,user5836,64.25.41.127,255.157.155.43,Asset62,Asset6,source_account219,destination_account772,46416,60383,ERR8034,EVT3004,OneDrive,log_source98,task_1,firewall_7,service_42,9e3d0108-5067-4cea-a396-239be514da8e,Network,comp_7,host_86,2024-07-20 19:48:19
IPS Alert Detected,user4742,173.81.253.153,199.219.148.24,Asset2,Asset84,source_account620,destination_account623,43080,39981,ERR5240,EVT3795,OneDrive,log_source38,task_45,firewall_15,service_19,ad3a2b12-065d-4dcf-a691-93c5c3c6ba1f,Interactive,comp_72,host_33,2024-07-04 22:18:17
A User Account Was Deleted,user4660,250.36.244.85,240.65.7.184,Asset15,Asset94,source_account474,destination_account957,13353,1835,ERR4247,EVT7397,OneDrive,log_source58,task_1,firewall_9,service_31,7c1677b9-865d-468b-995f-2d9cc883a571,RemoteInteractive,comp_74,host_51,2024-07-20 19:27:03
Mass file delete by single user - O365,user1176,121.225.207.146,45.158.4.215,Asset8,Asset77,source_account949,destination_account294,19903,33543,ERR4444,EVT5211,Teams,log_source86,task_38,firewall_11,service_25,25e023a4-39c2-4f55-a761-f4824a1e1372,RemoteInteractive,comp_78,host_33,2024-08-01 22:14:01
Multiple VPN login failures for the same User,user7445,86.109.134.82,99.12.64.124,Asset94,Asset4,source_account852,destination_account678,53125,38410,ERR3054,EVT3857,Teams,log_source86,task_19,firewall_9,service_15,daf247ee-f31c-4a2d-bf82-6ad445f72aa1,Network,comp_26,host_82,2024-07-07 20:23:44
MFA Removed from a Device,user2160,29.43.15.38,210.199.99.53,Asset27,Asset42,source_account934,destination_account831,5832,28327,ERR4767,EVT5073,OneDrive,log_source70,task_22,firewall_14,service_16,cfe99bf2-519d-4ca9-94c2-afa83c5e80ce,Interactive,comp_51,host_27,2024-07-12 08:43:58
A Scheduled Task Was Disabled,user4672,50.126.229.217,180.195.48.111,Asset35,Asset48,source_account506,destination_account672,29862,53689,ERR3859,EVT2454,Teams,log_source75,task_46,firewall_10,service_31,860f7b45-fc53-48bb-b8cb-ad0c49632cf6,Interactive,comp_68,host_12,2024-07-29 07:25:58
A Scheduled Task Was Disabled,user4861,124.155.115.33,119.93.50.227,Asset63,Asset31,source_account342,destination_account387,63997,59525,ERR1348,EVT5516,OneDrive,log_source12,task_41,firewall_1,service_2,2e413172-7abe-4694-8611-32cda40933f4,Network,comp_29,host_7,2024-07-28 19:46:40
A Scheduled Task Was Disabled,user231,248.3.246.199,152.55.96.123,Asset87,Asset26,source_account647,destination_account143,12878,5066,ERR4177,EVT2081,Teams,log_source35,task_28,firewall_4,service_49,b90a99b5-7a83-4453-b967-8f4fa744271a,Interactive,comp_61,host_90,2024-07-16 05:13:33
Multiple VPN login failures for the same User,user7876,90.144.91.110,106.14.177.182,Asset94,Asset47,source_account319,destination_account398,40170,30687,ERR6336,EVT2304,Teams,log_source85,task_25,firewall_4,service_7,fd0f6dcd-6a23-46d9-8efa-f73f901655ee,Network,comp_13,host_30,2024-07-07 04:41:02
Users or Group Add Operation Detected by User,user5500,148.5.203.255,233.213.211.230,Asset50,Asset80,source_account959,destination_account194,11970,5291,ERR1427,EVT3846,SharePoint,log_source24,task_47,firewall_17,service_26,82323ac1-02fe-4aa4-b208-e98ec703e47f,RemoteInteractive,comp_80,host_70,2024-07-20 05:17:15
Multiple login failures for the same User,user1157,190.113.89.154,1.23.208.226,Asset62,Asset34,source_account139,destination_account992,21874,33707,ERR4295,EVT6510,Exchange,log_source30,task_10,firewall_6,service_49,10278d53-6319-43e5-9c8a-e812e2f0942e,RemoteInteractive,comp_42,host_58,2024-07-24 18:59:56
User Added to Office 365 Administrator Role,user3345,88.188.219.182,36.101.49.38,Asset46,Asset97,source_account524,destination_account898,23672,42625,ERR3356,EVT4581,Exchange,log_source29,task_45,firewall_9,service_39,0f4408e7-2a33-4ed4-a2b7-574ba70d1b9b,Interactive,comp_95,host_65,2024-07-08 23:14:45
Alerting to Successful Login from Foreign IP,user8912,71.132.59.177,249.34.1.103,Asset16,Asset15,source_account882,destination_account249,51666,37142,ERR2780,EVT4376,OneDrive,log_source83,task_25,firewall_17,service_45,cd3fdb85-534e-470d-847a-d7663611ed6a,RemoteInteractive,comp_15,host_11,2024-07-11 00:16:05
IPS Alert Detected,user8804,22.15.188.199,192.67.180.145,Asset84,Asset99,source_account728,destination_account288,60213,37336,ERR4608,EVT5882,SharePoint,log_source57,task_44,firewall_12,service_32,400a73c2-c9e9-44a4-84e7-b147058dcc67,RemoteInteractive,comp_30,host_11,2024-08-01 18:46:33
Multiple login failures for the same User - 0365,user292,96.142.152.210,181.213.105.38,Asset67,Asset52,source_account379,destination_account422,19201,6562,ERR3245,EVT1124,Exchange,log_source2,task_13,firewall_4,service_28,5c877b98-4ce7-4717-83b1-aa6e8f6f1c15,Network,comp_11,host_12,2024-07-15 11:02:56
A Scheduled Task Was Disabled,user1482,11.38.15.253,63.115.155.39,Asset78,Asset2,source_account22,destination_account509,30250,31415,ERR6477,EVT3229,Exchange,log_source30,task_16,firewall_15,service_25,b57d6eaf-85f5-41ff-be8c-fc683890e13e,Network,comp_86,host_69,2024-07-28 13:19:06
Removal of Exchange Mailbox Right Delegation,user4032,211.51.192.227,54.117.91.203,Asset67,Asset48,source_account654,destination_account183,58072,20132,ERR9716,EVT9201,Exchange,log_source96,task_43,firewall_15,service_16,96a792ff-8951-4b45-a0b6-d9bb71c103f5,Network,comp_82,host_45,2024-07-08 14:50:17
IPS Alert Detected,user3840,188.242.18.18,191.14.215.195,Asset37,Asset11,source_account91,destination_account313,30916,11467,ERR6189,EVT9365,SharePoint,log_source43,task_43,firewall_6,service_18,7597c683-f87e-402d-b82d-e3e218cc6538,RemoteInteractive,comp_10,host_27,2024-07-06 21:30:23
Account - O365 Exchange Suspicious Mailbox Right Delegation,user8647,61.228.112.229,104.70.211.184,Asset61,Asset48,source_account898,destination_account974,1848,3535,ERR5346,EVT6747,OneDrive,log_source96,task_25,firewall_14,service_20,f94f46f8-068e-459a-a818-dacee7229380,RemoteInteractive,comp_64,host_14,2024-07-23 12:54:23
Inbox Forwarding Rule Created,user9350,55.178.210.162,161.241.183.26,Asset18,Asset64,source_account994,destination_account682,61938,30372,ERR7618,EVT8625,Teams,log_source9,task_9,firewall_5,service_42,b01cb71c-e0df-47fd-88f4-05f49d48f20c,RemoteInteractive,comp_69,host_98,2024-07-30 03:19:03
A User Account Was Deleted,user2133,179.132.113.225,244.81.218.146,Asset33,Asset58,source_account252,destination_account290,40463,48503,ERR6359,EVT2999,Teams,log_source30,task_23,firewall_17,service_10,a1384c59-fb22-4ef4-afdb-df8a98d8b75d,RemoteInteractive,comp_92,host_97,2024-07-13 06:25:56
IPS Alert Detected,user868,153.230.118.137,28.230.7.83,Asset92,Asset43,source_account831,destination_account619,40770,27905,ERR3971,EVT7016,Teams,log_source46,task_45,firewall_8,service_19,7d28e887-1636-4bc6-9129-b8c5c75efd65,RemoteInteractive,comp_28,host_47,2024-07-06 04:40:58
Multiple VPN login failures for the same User,user3365,25.65.18.128,182.194.63.101,Asset92,Asset30,source_account962,destination_account972,34147,62018,ERR1871,EVT5963,Teams,log_source40,task_12,firewall_3,service_21,375b6877-b4fa-4c08-8b6c-6481752bd9ca,Network,comp_56,host_67,2024-08-02 20:41:38
